pts,lat,lon,A,B,C,D,E,F,G,H
4,37.428177,-122.173539,,,,,,,,
4,37.429361,-122.173134,,,,,,,,
4,37.429619,-122.172742,,,,,,,,
4,37.429894,-122.172954,,,,,,,,
