pts,lat,lon,gates_hewlett,gates_packard,hewlett_gates,hewlett_packard,packard_gates,packard_hewlett
4,37.429573,-122.17315,,,,,,
4,37.429658,-122.173247,,,,,,
4,37.42979,122.173209,,,,,,
4,37.429853,-122.173078,,,,,,
